dev,cosine_similarity
steffinstanly,0.39
ageofadz,0.28
MisterM13,0.27
carlg0ransson,0.26
dawidowoc,0.22
ms111ds,0.22
illes,0.22
mmihuu,0.22
sfo,0.21
Ka0o0,0.21
