dev,cosine_similarity
carlg0ransson,0.16
znuznu,0.15
Ka0o0,0.15
Siedlerchr,0.12
b0n541,0.1
calixtus,0.09
tobiasdiez,0.09
ffffatgoose,0.09
koppor,0.08
matthiasgeiger,0.08
