dev,cosine_similarity
valx76,0.35
steffinstanly,0.31
MisterM13,0.22
carlg0ransson,0.21
dawidowoc,0.18
illes,0.18
sfo,0.17
Ka0o0,0.17
ms111ds,0.17
martinacat,0.17
