dev,cosine_similarity
matthiasgeiger,0.56
tobiasdiez,0.51
stefan-kolb,0.48
koppor,0.46
Siedlerchr,0.42
davidemdot,0.27
mlep,0.2
calixtus,0.18
Ka0o0,0.14
b0n541,0.1
