dev,cosine_similarity
davidemdot,0.05
Siedlerchr,0.04
koppor,0.04
matthiasgeiger,0.04
tobiasdiez,0.04
stefan-kolb,0.02
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
