dev,cosine_similarity
matthiasgeiger,0.39
stefan-kolb,0.34
koppor,0.32
tobiasdiez,0.32
Siedlerchr,0.31
mlep,0.26
calixtus,0.2
davidemdot,0.2
MisterM13,0.15
Ka0o0,0.15
