dev,cosine_similarity
calixtus,0.19
burrbull,0.19
steffinstanly,0.18
matthiasgeiger,0.18
Siedlerchr,0.17
stefan-kolb,0.16
dawidowoc,0.16
koppor,0.15
tobiasdiez,0.15
davidemdot,0.14
