dev,cosine_similarity
mlep,0.14
matthiasgeiger,0.06
stefan-kolb,0.05
koppor,0.05
tobiasdiez,0.04
PointOfNilReturn,0
dependabot[bot],0
deisi,0
parammittal16,0
steffinstanly,0
