dev,cosine_similarity
mlep,0.3
matthiasgeiger,0.29
stefan-kolb,0.24
Siedlerchr,0.23
koppor,0.22
tobiasdiez,0.22
Ka0o0,0.22
steffinstanly,0.19
calixtus,0.19
burrbull,0.16
