dev,cosine_similarity
steffinstanly,0.47
MisterM13,0.33
ms111ds,0.26
illes,0.26
sfo,0.25
martinacat,0.25
dimmonn,0.23
taerim25,0.22
Julien29121998,0.22
ageofadz,0.17
