dev,cosine_similarity
Siedlerchr,0.16
tobiasdiez,0.16
koppor,0.13
matthiasgeiger,0.13
vpbhargav,0.13
michel-kraemer,0.09
stefan-kolb,0.09
siordache,0.07
UltimaBGD,0.07
dependabot-preview[bot],0.07
