dev,cosine_similarity
tobiasdiez,0.33
matthiasgeiger,0.32
Siedlerchr,0.31
koppor,0.3
stefan-kolb,0.26
davidemdot,0.21
mlep,0.18
calixtus,0.15
ageofadz,0.12
JoHaHu,0.09
