dev,cosine_similarity
steffinstanly,0.47
MisterM13,0.33
carlg0ransson,0.32
dawidowoc,0.27
illes,0.27
sfo,0.26
Ka0o0,0.26
ms111ds,0.26
martinacat,0.26
mmihuu,0.26
