brianmario;7;2645;8;0.25
TwP;3;4;2;3;3;8;12;53;8;34;17;3;35;15;64;18;7;5;37;5;69;29;74;5;6;3;9;3;2;3;4;4;6;75;72;90;43;38;9;147;172;5;4;7;82;129;28;47;153;18;3;2;5;21;6;27;8;690;1781;0.052779337450870295
grantr;4;3;3;3;3;14;3;17;224;52;4;5;14;13;2;15;34;4;7;47;9;40;5;6;11;3;3;5;2;68;154;51;38;2;42;1533;925;0.05405405405405406
bleything;2252;1;1.0
tmm1;2162;1;1.0
shayfrendt;348;9;1567;358;0.008379888268156424
dewski;1715;204;1716;0.0011655011655011655
GregMefford;1667;1;1.0
chrismwendt;2;5;219;108;10;82;1149;440;0.045454545454545456
wags;1461;1;1.0
look;5;2;4;7;3;3;3;174;3;17;3;562;237;0.10126582278481013
juruen;3;771;6;0.6666666666666666
elireisman;2;6;14;5;533;203;574;0.033101045296167246
kevinsawicki;31;366;32;0.0625
chrisbloom7;4;141;7;0.5714285714285714
